office_id;lat;long;route_num
165658;45.111902;39.010317;4
50002867;45.108386;39.01403;4
315660;45.082744;39.016366;4
162237;45.090886;39.032295;5
101650;45.08973;39.033681;5
153612;45.091704;39.035195;5
207969;45.091666;39.038501;5
305535;45.093804;39.037674;5
213012;45.09325;39.041877;5
163597;45.091692;39.041833;5
50007038;45.084986;39.035773;5
311273;45.083981;39.037578;5
316453;45.079243028;39.038712187;5
210485;45.078391;39.037819;5
318084;45.114232;39.017273;6
323509;45.114168;39.022142;6
168994;45.11571;39.020608;6
3958;45.116331;39.028753;6
215368;45.115244;39.043535;6
202818;45.120502;39.040455;6
50004460;45.122316;39.04151;6
144158;45.114191;39.048835;6
308375;45.103659;39.043423;6
308651;45.112155;39.029811;6
151376;45.113129;39.030176;6
145235;45.113351;39.026642;6
164235;45.111224;39.026731;6
213487;45.111013;39.022187;6
218531;45.111482;39.018553;6
310225;45.088027;39.038602;7
217229;45.087339;39.046648;7
317394;45.088065533;39.050899083;7
160805;45.088336;39.045431;7
306178;45.091439;39.046524;7
162151;45.092391;39.045219;7
313489;45.104315;39.0605;7
50005798;45.104327;39.062126;7
305631;45.099632;39.059852;7
143568;45.098189;39.060606;7
157967;45.094434;39.032167;7
159145;45.094068;39.032323;7
209125;45.095414;39.022169;7
307131;45.095631;39.020146;7
306930;45.104671;39.015081;7
112891;45.106391;39.015734;7
112685;45.095289;39.016638;7
316508;45.09229;39.019789;7
311410;45.0899;39.02333;7
111059;45.093884;39.009567;8
209718;45.096686;39.005449;8
4029;45.097413;39.006025;8
209176;45.09787;39.004688;8
302095;45.098668131;39.002942204;8
306922;45.097808735;39.002132652;8
121352;45.09963;39.001335;8
50005904;45.101756;39.001639;8
151875;45.100612;39.003547;8
164179;45.099138;39.006114;8
212274;45.080421;39.01412;9
50005499;45.081567;39.01121;9
156711;45.084337;39.011543;9
141401;45.086072;39.00989;9
308100;45.088173;39.004724;9
142912;45.089163;39.007582;9
306743;45.086664;39.005802;9
155932;45.084066;39.001977;9
110623;45.077726;39.003032;9
323098;45.077742;39.002406;9
50007043;44.84108;38.679237;10
50006427;44.837335;38.67594;10
50004586;44.846474;38.567613;10
124991;44.847959;38.559348;10
305948;44.856524446;38.553305016;10
309205;44.857786;38.556498;10
207507;44.843733;38.561432;10
3640;44.836473708;38.561441534;10
121812;44.845664;38.673755;10
50002800;44.851401;38.680656;10
319953;44.85612;38.703155;10
322551;44.896561;38.048306;11
325077;44.907242;37.969281;11
101272;44.911315336;37.97156339;11
203948;44.919873;37.96676;11
112625;44.928893;37.98089;11
211455;44.932545;37.985738;11
210955;44.934265;37.98598;11
1514;44.934077772;37.989129587;11
50006198;44.936186;37.985108;11
157652;44.937456355;37.966551395;11
50006271;44.996667;37.939205;11
108254;45.033496;37.88367;11
163873;45.137071;38.125883;11
50000670;45.120668;38.36347;11
215572;45.555911;38.085334;12
307841;45.647344;38.159948;12
207001;45.64737;38.15843;12
50000689;45.616476;38.26709;12
211500;45.581282;38.374421;12
209265;45.468525;38.302915;12
211071;45.379515;38.225481;12
3457;45.36986;38.21638;12
208293;45.36809;38.213671;12
322536;45.368327;38.205205;12
320428;45.366789;38.194228;12
168338;45.367846;38.200435;12
109579;45.363451;38.208623;12
210841;45.361463183;38.212375373;12
50000720;45.357606;38.206993;12
213634;45.273057;38.15057;12
314931;45.004984;38.598694;13
50001897;45.008158;38.596017;13
50001465;44.856366;38.494849;13
218673;44.842557;38.494714;13
322187;44.846811;38.493302;13
104833;44.852377;38.492472;13
50003026;44.85947;38.491927;13
50005562;44.85036;38.388623;13
310690;44.84595;38.386387;13
104822;44.839333;38.397289;13
50001110;44.844199;38.393645;13
203529;44.853069;38.591661;13
50005079;44.797501;38.635355;13
139381;44.788859;38.610929;13
50000602;44.748057;38.549889;13
50005823;44.835865;38.666176;13
50007776;44.847209;38.671063;13
3401;44.849605655;38.665519889;13
50006378;44.852941;38.666733;13
164337;44.853483;38.667616;13
156067;44.848561;38.675345;13
169259;45.233435;38.288424;14
50000963;45.277589;38.217805;14
310840;45.238177689;38.175644746;14
202814;45.243428;38.155663;14
320750;45.242927;38.160047;14
50001584;45.232722;38.132298;14
112794;45.236341;38.118609;14
50007166;45.238636;38.108394;14
50000034;45.247855;38.107251;14
308844;45.254108;38.095458;14
311987;45.266202;38.101145;14
161202;45.266701;38.102591;14
50004614;45.27187;38.115092;14
309403;45.26509;38.123171;14
305454;44.908257;37.998341;15
50003671;44.905582;37.988379;15
107286;44.867582;37.853137;15
3842;45.013884;37.501635;15
213457;44.962589;37.462505;15
211813;45.022679;37.525208;15
161957;45.024609;37.49056;15
151354;45.023675;37.500936;15
318163;45.062547;37.550333;15
160648;45.114098;37.643887;15
50002799;44.934578;37.99641;15
203212;44.925882;37.988819;15
50002378;44.926154;37.982971;15
50001816;44.913856;37.980043;15
212569;44.86678;38.145647;15
316434;45.261227065;38.11015917;16
216294;45.267302;38.107904;16
139674;45.275806;38.100156;16
214698;45.342988;38.027037;16
302934;45.480824;38.049851;16
214776;45.439303;37.955033;16
140564;45.430303;37.964492;16
322606;45.431391;37.957207;16
309061;45.432188;37.955734;16
139894;45.431459;37.956451;16
303272;45.437882;37.758191;16
50001906;45.416234;37.931722;16
308849;45.290446;38.118536;16
160868;45.28439;38.113487;16
308366;45.277662;38.116736;16
50005716;45.273723;38.119892;16
139951;45.26028;38.125724;17
1103;45.257485;38.115175;17
307307;45.255561;38.115194;17
306063;45.253001;38.114617;17
214640;45.253571;38.121684;17
310987;45.250256;38.124608;17
104688;45.25122;38.129855;17
208881;45.246449;38.133744;17
206685;45.251823;38.136161;17
215470;45.259012;38.136493;17
214163;45.258625;38.129064;17
213832;45.264936042;38.144547975;17
104532;45.26929;38.153486;17
303152;45.378692;38.07106;17
309600;45.346687;38.218232;17
50006935;45.353356;38.220306;17
307506;45.222196;37.586041;18
