,ID,lat,lon
799,106584,55.642304,37.100048
800,106603,55.734723,38.958676
801,106615,55.700567,37.634269
802,106626,55.626525,38.068963
803,106644,55.548296,36.372126
804,106666,55.572198,37.571572
805,106680,55.995033,36.480015
806,106710,55.113981,37.95359
807,106713,55.584616,37.738264
808,106765,55.588564,38.912356
809,106811,55.502872,37.602298
810,106821,55.697163,37.957419
811,106833,55.654363,37.702397
812,106881,55.860452,37.556296
813,106899,56.728279,37.620141
814,106920,55.798148,38.874714
815,106937,56.239817,37.522932
816,106980,55.38689,36.727938
817,107015,55.730637,37.43103
818,107027,55.786554,37.509715
819,107063,55.904976,37.572369
820,107119,56.295773,38.117807
821,107148,55.569378,37.582933
822,107156,55.31988,38.678714
823,107182,55.759699,37.738464
824,107214,55.843599,37.547563
825,107243,56.078526,38.504192
826,107251,56.010194,38.381926
827,107291,55.875513,37.602274
828,107293,55.869859,37.53406
829,107309,55.820859,37.628039
830,107381,55.698514,37.763195
831,107416,55.730083,37.772025
832,107418,55.789111,37.627898
833,107424,55.392065,37.562879
834,107438,55.811488,37.399088
835,107441,55.757696,37.518227
836,107486,55.584865,37.604199
837,107490,55.795849,37.404875
838,107492,55.651249,37.4696
839,107662,55.923289,37.367946
840,107680,54.940764,39.342468
841,107702,55.494019,38.645791
842,107770,55.567519,37.490028
843,107803,56.526803,37.602793
844,107821,55.752581,37.832801
845,107830,55.849786,37.196342
846,107850,54.975018,37.269903
847,107920,55.760169,37.856089
848,107921,55.654542,37.601188
849,107927,55.619059,37.407907
850,107942,55.393463,37.77243
851,107965,55.641597,37.485862
852,107969,55.415744,37.539963
853,107971,55.193888,38.356617
854,107980,56.300116,38.143021
855,107992,55.651659,37.34351
856,108032,55.604418,37.616343
857,108062,55.713714,37.795836
858,108150,55.701916,37.822852
859,108172,55.67568,37.626817
860,108180,55.781226,37.468921
861,108247,55.419331,38.287674
862,108304,55.165669,37.432477
863,108320,55.773071,38.420127
864,108420,55.769878,37.66598
865,108474,55.418035,37.531807
866,108493,55.600395,37.589544
867,108543,55.804699,38.081235
868,108564,55.841269,38.441859
869,108587,55.531752,37.721696
870,108629,55.718274,37.861425
871,108673,55.82188,37.969703
872,108719,55.663708,37.858135
873,108739,55.624559,37.949748
874,108741,55.487487,37.977798
875,108780,55.239081,37.970183
876,108783,55.704203,37.844733
877,108812,55.781651,37.831129
878,108870,56.256312,37.983039
879,108873,56.062537,37.850653
880,108880,55.969925,37.873946
881,108886,55.958525,38.0293
882,108892,55.891982,37.573285
883,108912,55.561507,38.246767
884,108932,55.884781,37.656805
885,108933,55.779821,37.896397
886,108943,55.248392,37.493998
887,108964,55.79833,37.491005
888,108982,55.617738,38.09857
889,108986,54.914839,37.441865
890,109000,55.823719,37.8881
